"hhnum" "region" "rural" "targetgroup" "hhsize" "inchhavg_r" "povthresh_hh" "selfemployhh" "housingown" "liqassets" "anyvehicle" "largeexp" "snapnowhh" "snapnowreport" "usdafoods" "wichh" "adltfscat" "foodsufficient" "grocerylistfreq" "primstoresnaptype" "primstoredist_d" "primstoretime_d" "dietstatuspr" "eathealthyhh" "nutritioneduc" "anyvegetarian" "totalpaid" "ebt_snapamt" "itemstot"
"308" 107946 "South" "Urban" 4 5 2470.538 2283.333333 0 1 1 1 0 1 1 0 -996 "High" 1 2 "SS" 1.286 5.12 3 1 0 1 194.56 194.56 82
"309" 107969 "West" "Urban" 4 3 250 1541.5 0 1 1 1 0 1 1 0 0 "Marginal" 1 4 "SS" 1.52 4.37 3 0 0 0 100 100 1
"310" 107984 "West" "Urban" 4 3 584.888725 1541.5 0 1 1 0 0 1 1 0 -996 "Marginal" 1 3 "SM" 4.315 11.42 4 0 0 0 20.53 20.53 18
"311" 108045 "South" "Urban" 4 6 1820 2556.5 0 1 1 1 0 1 1 0 0 "Marginal" 2 1 "SS" 2.976 8.77 4 1 0 0 48.83 45.49 24
"312" 108046 "Midwest" "Rural" 4 1 0 995.4166667 0 1 1 1 0 1 1 0 -996 "Low" 1 5 "SS" 14.658 21.1 3 0 0 0 99.63 99.63 51
"313" 108059 "Midwest" "Urban" 4 4 1400 1947 1 2 1 1 0 1 1 0 0 "High" 2 1 "SS" 2.594 8.7 4 0 0 0 68.35 68.35 21
"314" 108097 "South" "Urban" 4 1 446 917.5833333 0 3 1 1 0 1 1 0 -996 "High" 1 4 "SM" 1.11 2.48 1 1 0 0 10.53 10.53 3
"315" 108103 "Northeast" "Rural" 4 1 935 917.5833333 0 3 1 1 0 1 1 0 -996 "Low" 3 5 "SM" 27.178 38.8 2 1 0 0 48.62 16 13
"316" 108106 "Midwest" "Urban" 4 1 782 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 2 3 "SS" 1.061 2.95 3 0 0 0 190.03 90.24 47
"317" 108120 "Midwest" "Urban" 4 11 2600 3698.916667 0 1 2 1 0 1 1 1 1 "Marginal" 1 3 "SS" 0.424 3.15 3 0 0 0 221.45 221.45 86
"318" 108123 "West" "Rural" 4 2 1260 1281.166667 0 1 1 0 0 1 1 0 -996 "very low" 3 4 "MG" 6.206 13.63 2 1 0 1 97.2 97.09 42
"319" 108128 "Northeast" "Rural" 4 1 206 995.4166667 0 1 1 0 0 1 1 0 -996 "very low" 3 1 "CO" 4.806 10.83 3 0 0 1 78.88 78.88 27
"320" 108131 "South" "Urban" 4 5 345.7064109 2340.583333 0 2 1 1 0 1 1 0 -996 "Low" 3 5 "SS" 3.111 8.25 4 0 0 0 37.21 37.21 15
"321" 108139 "West" "Urban" 4 4 7924.080203 1940.25 1 1 2 1 0 1 1 0 -996 "High" 1 2 "SM" 0.72 2.92 3 1 0 0 506.24 363.88 132
"322" 108172 "South" "Urban" 4 4 1200 1973.416667 0 1 1 1 1 1 1 0 -996 "very low" 2 2 "SM" 0.928 2.73 3 0 0 0 12.92 12.92 3
"323" 108200 "South" "Urban" 4 1 764 995.4166667 0 1 1 0 0 1 1 0 -996 "High" 3 1 "SM" 0.987 2.27 3 1 0 0 201.09 198.01 64
"324" 108235 "Northeast" "Urban" 4 7 2503 2863.5 0 1 1 0 0 1 1 0 1 "Marginal" 2 5 "SM" 1.059 3.98 4 0 0 0 292.3 292.3 145
"325" 108244 "South" "Urban" 4 4 0 1940.25 0 1 1 1 0 1 1 0 1 "Low" 2 5 "SM" 2.659 5.73 4 0 1 0 93.7 61.17 47
"326" 108262 "South" "Urban" 4 6 996.817092 2556.5 0 1 1 1 0 1 1 0 -996 "very low" 4 1 "CO" 2.082 7.2 4 1 0 0 134.74 123.31 41
"327" 108287 "Midwest" "Urban" 4 2 265.0064898 1156.5 0 2 1 1 0 1 1 1 -996 "Marginal" 2 1 "SS" 2.901 6.75 4 0 0 0 54.29 54.29 21
"328" 108300 "South" "Urban" 4 4 910 1947 0 1 1 1 0 1 1 0 0 "High" 1 2 "SS" 1.812 6.33 2 0 0 0 132.45 118.61 94
"329" 108327 "South" "Urban" 4 5 1433 2283.333333 0 1 1 1 0 1 1 0 -996 "High" 1 4 "SS" 1.808 6.33 5 0 0 0 124.88 124.88 41
"330" 108337 "West" "Urban" 4 5 1915.92 2283.333333 0 1 1 0 0 1 1 0 1 "very low" 2 3 "SS" 2.223 7.8 5 0 0 0 63.45 59.11 47
"331" 108341 "South" "Urban" 4 2 698 1281.166667 0 1 1 0 1 1 1 0 -996 "very low" 4 3 "SM" 1.948 5.28 5 0 0 0 147.23 147.23 70
"332" 108353 "South" "Urban" 4 3 2032.824345 1496.583333 1 1 1 1 0 1 1 0 -996 "very low" 2 1 "SM" 0.677 2.6 3 0 0 0 25.48 25.48 24
"333" 108417 "Northeast" "Urban" 4 2 2208 1318.75 0 2 1 1 1 1 1 0 1 "Marginal" 2 5 "SS" 1.985 6.17 2 1 0 0 35.41 20.66 13
"334" 108432 "Midwest" "Urban" 4 6 1374.157172 2556.5 0 2 2 1 0 1 1 0 -996 "High" 1 5 "SS" 1.84 6.42 3 0 0 0 52.81 35.7 25
"335" 108502 "South" "Rural" 4 2 1705 1281.166667 0 2 1 1 0 1 1 0 -996 "Low" 2 3 "SS" 1.791 8.57 4 0 0 0 74.9 39 36
"336" 108503 "West" "Rural" 4 3 956 1496.583333 0 1 1 1 0 1 1 0 -996 "Low" 2 3 "CO" 0.306 2.17 3 0 0 0 146.23 146.23 47
"337" 108504 "West" "Urban" 4 4 3000 1940.25 0 1 1 1 0 1 1 0 -996 "Low" 3 3 "SS" 1.184 6.75 4 0 0 0 82.3 82.3 43
"338" 108518 "Midwest" "Rural" 4 2 0 1318.75 0 1 1 0 0 1 1 0 0 "Low" 2 5 "SM" 2.246 4.23 4 0 0 0 61.3 61.3 46
"339" 108572 "Northeast" "Urban" 4 3 1602.395961 1540 0 1 1 0 0 1 1 0 1 "Low" 2 3 "SS" 0.508 2.98 4 0 0 0 173.85 173.85 71
"340" 108588 "Northeast" "Rural" 4 3 0 1496.583333 0 2 3 1 0 1 1 0 -996 "High" 1 4 "MG" 9.76 22.9 4 0 0 0 16.07 16.07 9
"341" 108619 "West" "Urban" 4 1 718 995.4166667 0 2 1 1 0 1 1 0 -996 "Low" 2 4 "SS" 1.832 4.13 1 1 0 0 25.93 25.93 16
"342" 108660 "West" "Urban" 4 7 5280 2966.166667 0 1 1 1 0 1 1 0 0 "High" 2 3 "SM" 6.38 14.3 4 0 0 1 45.75 45.75 32
"343" 108678 "Northeast" "Urban" 4 3 1680 1540 0 1 1 1 0 1 1 0 0 "High" 1 1 "SM" 1.06 4.92 4 0 0 0 91.7 91.7 16
"344" 108742 "West" "Urban" 4 1 300 995.4166667 0 1 3 0 0 1 1 0 -996 "Marginal" 1 3 "SM" 0.878 3.77 1 1 0 0 94.02 94.02 20
"345" 108744 "Midwest" "Urban" 4 2 323.1035357 1281.166667 0 2 1 0 1 1 1 0 -996 "Low" 2 5 "SS" 4.753 7.95 2 1 0 0 168.2 168.2 62
"346" 108745 "West" "Urban" 4 4 1760 1940.25 0 1 1 0 1 1 1 0 0 "very low" 3 5 "SS" 1.445 3.73 4 1 1 0 9.25 3.16 5
"347" 108774 "South" "Rural" 4 5 4545 2414.5 0 2 1 1 0 1 1 0 -996 "Marginal" 2 5 "SS" 11.163 17.25 4 0 0 0 251.36 251.36 120
"348" 108784 "Northeast" "Rural" 4 2 1341 1281.166667 0 2 1 1 0 1 1 0 -996 "very low" 4 1 "SM" 8.603 15.12 5 0 0 0 24.09 16.17 7
"349" 108891 "South" "Rural" 4 3 700 1541.5 0 1 1 0 0 1 1 0 1 "Marginal" 2 1 "SS" 3.56 11.52 3 1 0 0 16.93 16.81 9
"350" 108895 "South" "Urban" 4 5 2858.338 2283.333333 1 2 1 1 0 1 1 0 -996 "Low" 2 4 "SM" 0.72 3.15 3 0 0 0 18.97 18.97 20
"351" 108927 "South" "Urban" 4 8 1396 3148.083333 0 1 1 1 0 1 1 0 1 "High" 1 1 "SM" 0.89 3.18 1 1 0 0 112.6 112.6 62
"352" 108929 "South" "Rural" 4 4 3943.324 1940.25 0 2 1 1 1 1 1 0 0 "Low" 1 3 "SS" 17.54 30.42 5 0 0 0 3.09 2 2
"353" 108945 "Midwest" "Urban" 4 4 2080 2005.75 0 2 1 1 0 1 1 0 1 "High" 1 5 "SS" 0.78 4.22 4 0 0 0 65.6 53.24 27
"354" 108962 "Northeast" "Urban" 4 6 2000.6 2556.5 0 1 1 1 0 1 1 0 1 "Low" 2 1 "SM" 2.842 7.2 4 1 0 0 70.22 70.22 29
"355" 109037 "South" "Rural" 4 3 1788.4 1541.5 0 1 1 1 0 1 1 0 1 "Marginal" 1 3 "SS" 3.039 5.5 4 1 0 0 14.51 14.49 5
"356" 109080 "South" "Urban" 4 7 1600 2966.166667 0 1 1 0 0 1 1 0 -996 "Marginal" 3 5 "SS" 1.244 4.37 2 0 0 0 141.49 139.39 63
"357" 109121 "South" "Rural" 4 2 1820 1281.166667 1 2 1 1 0 1 1 0 -996 "Marginal" 1 5 "SM" 6.332 11 2 0 0 0 44.09 44.09 18
"358" 109131 "Northeast" "Urban" 4 4 2656 1973.416667 0 1 1 0 0 1 1 0 -996 "Low" 2 5 "SM" 1.384 6.65 3 1 0 0 150.58 150.58 48
"359" 109220 "South" "Urban" 4 3 1740 1540 0 1 1 1 0 1 1 0 -996 "very low" 1 1 "SS" 1.558 6.12 4 0 0 0 163.71 163.71 81
"360" 109253 "South" "Rural" 4 6 1692 2556.5 0 1 1 1 1 1 1 0 1 "very low" 4 3 "SM" 1.051 4.32 4 0 0 0 39.72 22.52 18
"361" 109254 "South" "Urban" 4 3 1353 1541.5 0 1 1 1 0 1 1 0 -996 "High" 1 1 "SS" 3.962 10.45 4 0 0 0 2 2 3
"362" 109258 "West" "Urban" 4 13 3920 3847.083333 0 1 1 1 1 1 1 0 1 "Low" 3 1 "SS" 3.09 8.72 4 1 0 0 328.33 316.17 115
"363" 109329 "Midwest" "Rural" 4 1 698 995.4166667 0 2 1 0 0 1 1 0 -996 "very low" 3 5 "SM" 1.708 4.93 4 1 0 0 76.9 76.9 70
"364" 109368 "Northeast" "Urban" 4 5 7321.808626 2283.333333 1 2 3 1 0 1 1 0 1 "High" 1 4 "SS" 3.267 7.6 1 1 0 0 169.83 169.83 64
"365" 109386 "Northeast" "Rural" 4 5 1596 2283.333333 0 1 1 1 0 1 1 0 1 "High" 1 4 "SS" 17.029 27.78 3 1 0 0 87.64 18.74 9
"366" 109493 "Midwest" "Urban" 4 1 855 995.4166667 0 1 1 1 0 1 1 0 -996 "Low" 2 2 "SS" 0.972 2.18 2 1 0 0 43 43 14
"367" 109498 "West" "Urban" 4 4 9983.33 1973.416667 0 2 3 1 1 1 1 0 -996 "High" 2 3 "SM" 0.553 2.25 4 0 0 0 6.81 5.2 3
"368" 109506 "South" "Rural" 4 1 695 995.4166667 0 2 1 1 1 1 1 0 -996 "very low" 3 1 "SM" 2.64 5.28 5 0 0 0 36.38 36.38 15
"369" 109538 "Midwest" "Rural" 4 3 6465.23 1540 0 2 1 1 0 1 1 0 -996 "Marginal" 2 5 "SM" 13.75 21.28 3 0 0 0 8.21 8.21 8
"370" 109547 "South" "Rural" 4 5 2450 2283.333333 0 2 1 1 0 1 1 0 1 "High" 1 3 "SS" 11.948 18.68 3 0 0 0 81.35 68.84 30
"371" 109551 "Midwest" "Urban" 4 3 2800 1496.583333 0 1 1 1 0 1 1 0 -996 "High" 1 1 "SM" 0.411 1.97 3 1 0 0 38.63 38.57 16
"372" 109575 "South" "Urban" 4 1 2240 995.4166667 0 1 1 0 0 1 1 0 1 "High" 1 1 "SM" 1.324 6.82 4 0 0 0 62.09 52.51 23
"373" 109589 "Northeast" "Urban" 4 4 1697 2005.75 0 1 1 1 0 1 1 0 -996 "Low" 1 1 "SS" 6.094 15.47 4 0 0 0 197.96 113.59 46
"374" 109621 "Midwest" "Rural" 4 3 1274 1540 0 1 1 1 0 1 1 0 1 "very low" 3 2 "SS" 1.631 5.35 3 0 0 0 229.31 229.31 108
"375" 109662 "South" "Rural" 4 2 1600 1281.166667 0 2 1 1 0 1 1 0 -996 "Low" 2 5 "SS" 10.282 19.45 3 0 0 0 15.77 15.77 6
"376" 109753 "South" "Urban" 4 2 505.2617981 1281.166667 0 1 1 1 0 1 1 0 -996 "very low" 1 5 "SM" 0.764 2.95 3 0 1 0 92.98 92.98 33
"377" 109823 "South" "Rural" 4 4 1120 1940.25 0 1 1 0 0 1 1 0 -996 "High" 1 3 "SM" 11.31 18.7 4 0 0 0 434.07 431.39 160
"378" 109835 "South" "Urban" 4 1 98 995.4166667 0 1 1 1 1 1 1 1 -996 "very low" 3 4 "SM" 3.309 7.18 2 0 0 0 27.05 23.9 10
"379" 109850 "West" "Urban" 4 3 916.67 1540 0 1 1 1 0 1 1 0 0 "Low" 2 3 "SS" 1.559 4.32 3 0 0 0 60.9 60.9 23
"380" 109879 "South" "Urban" 4 2 1838 1281.166667 0 1 2 1 0 1 1 0 -996 "High" 2 3 "SS" 1.621 6 4 0 0 0 45.19 29.46 13
"381" 109914 "Midwest" "Urban" 4 4 1680 1947 0 1 1 0 0 1 1 0 0 "Marginal" 1 1 "SS" 2.713 9.23 3 0 0 0 39.6 33.58 11
"382" 109916 "West" "Urban" 4 2 3200 1281.166667 0 2 1 0 0 1 1 0 -996 "High" 4 1 "SS" 2.622 7.53 1 1 0 0 119.1 93.18 39
"383" 109934 "West" "Urban" 4 1 883 917.5833333 0 1 1 1 0 1 1 1 -996 "Low" 3 5 "SS" 2.889 7.65 3 1 0 0 24.75 24.75 14
"384" 109943 "South" "Urban" 4 3 1872 1540 0 1 2 1 0 1 1 0 0 "High" 2 5 "SM" 1.237 3.77 2 0 0 0 54.7 12.45 26
"385" 109950 "South" "Rural" 4 10 2366 3871.166667 0 1 1 1 0 1 1 0 1 "Marginal" 1 3 "SM" 4.293 5.28 2 1 0 0 9.31 9.31 5
"386" 109956 "South" "Rural" 4 5 698 2283.333333 0 1 1 1 0 1 1 1 0 "High" 1 3 "SM" 2.277 5.83 4 1 0 0 62.65 62.65 24
"387" 109976 "Midwest" "Rural" 4 5 1400 2283.333333 0 2 1 1 1 1 1 0 1 "Low" 3 1 "SM" 1.708 4.93 5 0 0 0 239.46 216.05 64
"388" 109993 "South" "Urban" 4 1 698 995.4166667 0 1 1 1 0 1 1 0 -996 "very low" 2 1 "SS" 1.651 3.77 4 0 0 0 54.77 47.36 31
"389" 110028 "West" "Urban" 4 4 3746.67 1940.25 1 2 3 1 0 1 1 0 0 "High" 1 5 "SM" 1.314 4.32 4 1 0 0 21.73 21.73 6
"390" 110037 "Midwest" "Urban" 4 3 1840 1541.5 0 1 1 1 0 1 1 0 -996 "High" 2 1 "SS" 0.508 4.67 4 1 0 0 112.86 112.86 35
"391" 110079 "West" "Rural" 4 4 4060 2005.75 0 2 3 1 0 1 1 0 0 "High" 2 4 "SS" 2.374 4.97 4 0 0 0 148.32 148.32 45
"392" 110091 "Midwest" "Rural" 4 2 273.9824313 1318.75 0 2 1 1 0 1 1 0 1 "Marginal" 2 1 "SS" 4.24 10 4 1 0 0 263.66 104.2 101
"393" 110110 "Northeast" "Urban" 4 4 3199.827469 1940.25 0 2 1 1 0 1 1 0 -996 "High" 1 1 "SM" 1.026 2.53 2 0 0 0 72.63 72.63 1
"394" 110115 "South" "Urban" 4 6 900 2691.5 0 1 1 1 0 1 1 0 -996 "very low" 3 5 "SS" 0.846 4.47 3 1 0 0 94.35 90.75 44
"395" 110171 "South" "Urban" 4 3 1039 1496.583333 0 1 1 1 0 1 1 0 -996 "Low" 1 3 "SM" 10.391 17 5 0 0 0 37.94 37.94 18
"396" 110228 "Midwest" "Urban" 4 6 1300 2556.5 1 2 1 1 0 1 1 0 -996 "High" 1 3 "SS" 2.96 9 2 1 0 0 157.98 157.98 54
"397" 110245 "South" "Rural" 4 5 2262 2283.333333 0 3 1 1 0 1 1 0 1 "Low" 2 5 "SS" 12.268 20.15 3 0 0 0 220.13 97.04 77
"398" 110268 "Midwest" "Urban" 4 1 698 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 2 5 "SS" 2.832 6.78 4 0 0 0 185.19 185.19 59
"399" 110270 "South" "Urban" 4 1 5460 995.4166667 0 1 1 1 0 1 1 0 -996 "High" 2 1 "SM" 1.32 3.65 5 0 0 0 6.21 6.21 3
"400" 110301 "South" "Rural" 4 2 1700 1281.166667 0 1 1 0 0 1 1 1 -996 "Low" 1 2 "SS" 10.787 19.9 4 0 0 0 68.95 58.03 27
"401" 110306 "Midwest" "Urban" 4 3 3987 1496.583333 0 1 1 1 0 1 1 0 -996 "High" 2 3 "SS" 1.391 2.9 2 1 0 1 34.73 16 15
"402" 110343 "West" "Urban" 4 1 488.75 995.4166667 0 1 3 1 0 1 1 0 -996 "very low" 2 3 "SS" 0.898 3.38 3 0 1 0 82.36 81.47 37
"403" 110347 "South" "Rural" 4 2 1120 1281.166667 0 2 1 0 0 1 1 1 -996 "very low" 3 1 "SS" 21.941 24.97 3 0 0 0 198.06 198.06 72
"404" 110423 "West" "Urban" 4 4 2879.6 1973.416667 1 1 1 1 1 1 1 0 -996 "very low" 2 4 "SS" 3.397 12.7 5 0 0 0 32.54 32.54 22
"405" 110458 "Midwest" "Rural" 4 1 500.3479741 995.4166667 0 2 1 1 0 1 1 0 -996 "Low" 3 1 "SM" 3.348 7.17 4 0 0 0 46.07 46.07 19
"406" 110475 "Midwest" "Urban" 4 3 2950 1540 1 1 1 1 1 1 1 0 -996 "Marginal" 2 3 "SS" 0.251 1.18 5 0 0 0 45.58 45.58 19
"407" 110519 "Northeast" "Rural" 4 2 2285 1281.166667 0 3 1 1 0 1 1 0 -996 "Marginal" 2 5 "SS" 8.647 17.62 3 0 0 0 187.3 125.13 57
"408" 110561 "South" "Urban" 4 2 1330 1281.166667 1 2 1 1 0 1 1 0 -996 "High" 2 1 "SM" 2.261 5.75 2 0 0 0 76.62 76.12 33
"409" 110579 "South" "Urban" 4 4 2348 1940.25 0 1 1 1 0 1 1 0 0 "Marginal" 2 1 "SS" 3.429 8.32 5 0 0 0 320.87 320.87 99
"410" 110586 "Midwest" "Rural" 4 2 929 1281.166667 0 2 1 0 0 1 1 0 -996 "Low" 2 5 "SS" 11.049 18.53 5 1 0 0 29.12 29.12 19
"411" 110604 "Midwest" "Urban" 4 1 0 995.4166667 0 1 1 0 0 1 1 1 0 "very low" 2 5 "SS" 3.012 8.73 5 0 0 0 57.71 57.71 26
"412" 110646 "South" "Urban" 4 6 2441.676286 2748.166667 0 1 1 1 0 1 1 0 -996 "Marginal" 2 1 "SS" 1.169 5.68 3 1 0 0 85.72 85.72 46
"413" 110656 "South" "Urban" 4 3 1620 1540 0 1 1 1 0 1 1 0 -996 "very low" 4 4 "SM" 1.438 5.73 4 1 1 0 14.75 14.75 9
"414" 110671 "South" "Urban" 4 4 1260.385176 2005.75 0 2 1 1 0 1 1 0 -996 "Marginal" 2 1 "SS" 3.61 8.28 2 1 0 0 7.54 7.54 5
"415" 110766 "South" "Urban" 4 1 120 995.4166667 0 3 1 0 0 1 1 0 -996 "very low" 2 1 "SM" 0.519 1.93 3 0 0 0 13.34 10.34 2
"416" 110780 "West" "Urban" 4 6 1508 2556.5 0 1 1 1 0 1 1 0 -996 "Low" 2 1 "SM" 0.488 2.05 5 0 0 0 174.19 174.19 89
"417" 110827 "Midwest" "Urban" 4 6 3150 2637.25 0 2 1 1 1 1 1 0 1 "Marginal" 2 3 "SS" 12.572 23.9 2 1 0 0 111.28 111.28 52
"418" 110989 "West" "Rural" 4 2 197 1281.166667 0 1 1 0 1 1 1 0 -996 "Marginal" 2 5 "SM" 73.943 74.57 2 0 0 0 391.64 369.61 98
"419" 110997 "Midwest" "Urban" 4 4 2093.338 1940.25 0 1 1 1 0 1 1 0 1 "Low" 2 1 "SS" 1.491 5.63 4 0 0 0 83.7 83.7 40
"420" 111013 "South" "Urban" 4 1 998 917.5833333 0 2 1 1 0 1 1 1 -996 "Marginal" 2 5 "SM" 0.508 2.73 2 1 0 0 24.83 19.73 13
"421" 111037 "West" "Urban" 4 2 2751 1281.166667 0 1 1 1 1 1 1 0 -996 "Low" 2 5 "SM" 0.233 1.97 2 0 0 0 175.66 138.76 63
"422" 111071 "South" "Urban" 4 5 1960 2283.333333 0 2 1 0 0 1 1 0 -996 "Marginal" 2 3 "SM" 0.814 3.43 4 1 0 0 65.48 65.48 23
"423" 111077 "South" "Urban" 4 1 698 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 1 5 "SM" 0.944 2.43 3 0 0 0 66.17 62.78 34
"424" 111081 "South" "Rural" 4 5 1694 2283.333333 0 1 1 1 0 1 1 1 0 "very low" 3 5 "SM" 10.698 17.65 3 0 0 0 77.71 77.71 26
"425" 111109 "West" "Urban" 4 7 4462.779965 2863.5 0 1 1 0 0 1 1 0 1 "Marginal" 3 3 "SS" 1.684 4.98 2 1 1 1 25.96 25.96 5
"426" 111128 "West" "Urban" 4 3 2638.922939 1496.583333 0 2 1 1 0 1 1 0 -996 "Marginal" 2 3 "SS" 0.306 1.45 5 0 0 0 55.97 55.97 20
"427" 111189 "West" "Rural" 4 1 750 917.5833333 0 2 2 1 0 1 1 1 -996 "High" 1 4 "SM" 29.692 36.35 1 1 0 0 24.95 18.89 8
"428" 111203 "West" "Urban" 4 1 300 995.4166667 1 2 1 1 0 1 1 1 -996 "High" 1 1 "SM" 1.127 3.07 3 1 0 0 17.99 17.99 4
"429" 111214 "Northeast" "Urban" 4 2 1964.043163 1156.5 0 2 3 0 0 1 1 1 -996 "High" 1 1 "SS" 5.923 16.35 3 1 0 0 132.66 132.66 34
"430" 111215 "South" "Urban" 4 3 1526.538947 1541.5 0 1 1 0 0 1 1 0 -996 "Low" 2 2 "SM" 0.679 1.97 5 1 0 0 102.38 95.97 44
"431" 111230 "Northeast" "Rural" 4 2 546 1318.75 0 1 1 0 0 1 1 0 1 "High" 1 1 "CO" 4.876 11.3 4 0 0 0 51.37 51.37 12
"432" 111238 "Midwest" "Urban" 4 4 2800 1940.25 0 1 1 1 1 1 1 0 -996 "Low" 2 3 "SM" 2.052 6.53 3 0 0 0 25.76 25.76 12
"433" 111240 "Midwest" "Urban" 4 1 718 917.5833333 0 1 1 0 0 1 1 1 -996 "High" 2 5 "SS" 4.007 9.75 2 1 0 0 84.21 30 22
"434" 111262 "Northeast" "Urban" 4 4 800 1940.25 0 1 1 1 0 1 1 0 1 "Low" 1 1 "SS" 2.558 9.45 2 1 0 0 49 49 17
"435" 111297 "South" "Urban" 4 2 883 1281.166667 0 1 1 0 0 1 1 0 -996 "very low" 3 3 "SS" 1.386 3.77 2 0 0 0 46.3 46.2 27
"436" 111302 "South" "Urban" 4 6 1600 2637.25 0 1 1 1 0 1 1 0 -996 "very low" 3 3 "SS" 1.761 6 2 0 0 0 658.9 658.9 184
"437" 111329 "West" "Urban" 4 3 2613.174438 1496.583333 0 1 1 0 0 1 1 0 -996 "Low" 3 2 "SS" 1.588 3.75 2 1 0 0 59.52 52.28 16
"438" 111334 "West" "Urban" 4 4 1700 1947 0 1 1 1 0 1 1 0 -996 "Low" 3 3 "SM" 4.778 12.1 5 0 0 0 53.51 53.51 19
"439" 111335 "South" "Urban" 4 2 268.946354 1318.75 0 1 1 1 0 1 1 0 -996 "High" 1 2 "SM" 2.317 5.05 3 0 1 0 161.11 161.11 49
"440" 111339 "Midwest" "Urban" 4 3 250 1541.5 0 3 1 1 0 1 1 0 -996 "High" 1 5 "SS" 1.615 6.63 4 0 1 0 81.38 81.38 25
"441" 111343 "South" "Rural" 4 1 465 995.4166667 0 2 1 1 0 1 1 0 -996 "Marginal" 1 5 "SS" 27.739 37.48 2 0 0 0 6.85 6.85 3
"442" 111371 "West" "Rural" 4 3 756 1541.5 0 3 1 1 0 1 1 0 -996 "very low" 2 3 "SS" 4.749 12.1 4 0 0 0 24.86 24.86 16
"443" 111394 "South" "Rural" 4 3 2100 1540 0 2 1 1 0 1 1 0 1 "Low" 2 2 "SM" 2.42 7.65 4 0 0 0 11.65 2.54 11
"444" 111412 "South" "Urban" 4 3 1192 1541.5 0 2 1 1 0 1 1 0 0 "Low" 3 5 "SS" 1.719 5.32 5 1 0 0 28.91 13.39 5
"445" 111420 "Midwest" "Rural" 4 4 2156.67 1947 0 2 1 1 1 1 1 0 -996 "very low" 2 5 "SM" 0.697 2.63 4 0 1 0 28.99 28.99 10
"446" 111470 "South" "Rural" 4 2 1245 1156.5 0 1 1 0 0 1 1 0 -996 "Low" 2 3 "SM" 9.043 14.63 3 1 0 0 13.48 13.48 11
"447" 111507 "South" "Urban" 4 2 1678 1281.166667 0 1 1 0 0 1 1 1 -996 "Low" 4 2 "SM" 1.361 4.53 5 1 0 0 164.83 164.83 84
"448" 111543 "Midwest" "Urban" 4 3 845 1541.5 0 1 1 1 0 1 1 0 -996 "Marginal" 1 5 "SS" 4.657 14.15 1 1 0 0 6.52 6.52 4
"449" 111566 "Northeast" "Rural" 4 5 1680 2283.333333 0 1 1 1 0 1 1 0 1 "Marginal" 2 5 "SM" 0.552 2.9 2 1 0 0 259 246.19 84
"450" 111593 "South" "Urban" 4 3 1535.373502 1496.583333 0 1 1 0 0 1 1 0 -996 "Low" 1 3 "SS" 1.488 4.48 3 1 0 0 11 11 4
"451" 111612 "West" "Urban" 4 5 2800 2283.333333 0 1 1 1 0 1 1 0 1 "High" 1 1 "SM" 1.264 6.22 3 0 0 0 59.73 31.71 14
"452" 111635 "South" "Urban" 4 5 2000 2283.333333 0 1 1 1 1 1 1 0 1 "High" 1 1 "SS" 2.618 6.87 4 0 1 0 33.55 27.56 15
"453" 111656 "Midwest" "Urban" 4 5 2868.795584 2283.333333 1 2 1 1 1 1 1 0 1 "very low" 2 5 "SS" 1.091 3.47 2 0 1 0 45.51 45.51 26
"454" 111672 "South" "Urban" 4 6 6534.983836 2556.5 0 1 1 1 0 1 1 0 -996 "Low" 2 3 "SM" 0.798 3.28 4 1 0 0 112.47 112.47 43
"455" 111694 "Midwest" "Rural" 4 2 3400 1281.166667 0 2 1 0 0 1 1 1 -996 "Marginal" 1 5 "SM" 9.086 12.98 3 1 0 0 37.3 37.3 9
"456" 111698 "South" "Rural" 4 3 947 1496.583333 0 2 1 1 0 1 1 0 -996 "High" 2 1 "SM" 3.859 6.52 3 0 0 0 59.69 50.19 18
"457" 111774 "West" "Rural" 4 4 2910 1940.25 0 1 3 1 1 1 1 0 -996 "High" 1 5 "SS" 3.315 8.6 3 0 0 0 80.11 38 40
"458" 111795 "West" "Urban" 4 4 2120 1947 1 1 1 1 0 1 1 0 0 "High" 1 1 "SS" 2.282 8.57 4 0 0 0 203.51 97.66 33
"459" 111849 "Midwest" "Urban" 4 4 3783 1940.25 0 1 1 1 1 1 1 0 1 "very low" 2 5 "SS" 0.91 3.23 2 0 0 0 36.08 32.6 25
"460" 111892 "Northeast" "Urban" 4 4 1092 1940.25 0 1 1 0 0 1 1 0 -996 "Low" 2 3 "SS" 1.032 4.12 2 0 0 0 17.34 17.34 13
"461" 111944 "South" "Urban" 4 3 800 1541.5 0 1 1 1 0 1 1 0 0 "Marginal" 2 1 "SM" 0.12 1 4 0 0 0 203.02 203.02 106
"462" 112022 "West" "Urban" 4 4 0 1940.25 0 1 1 1 0 1 1 0 -996 "Marginal" 1 3 "SM" 8.154 12.1 4 0 0 1 300.97 273.96 92
"463" 112127 "West" "Urban" 4 4 3600 1940.25 0 1 1 1 0 1 1 0 -996 "High" 2 4 "SS" 1.855 4.92 3 0 0 1 83.98 83.98 52
